Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score
S28771,21,Female,Assiut,English,17,20.3,10.24,70.33,Low,24.72
S28772,22,Male,Giza,Science,17,47.76,10.87,82.19,Low,37.08
S28773,17,Male,Mansoura,Arabic,15,77.93,11.91,84.0,Medium,48.82
S28774,15,Male,Giza,English,15,57.18,10.37,88.31,Low,39.48
S28775,17,Female,Aswan,Computer Science,16,94.77,6.45,74.38,Medium,57.31
S28776,16,Female,Assiut,Arabic,16,91.43,12.63,87.79,Medium,55.81
S28777,15,Male,Mansoura,Arabic,16,100.0,13.12,91.62,Medium,59.67
S28778,20,Female,Alexandria,Computer Science,13,77.66,13.74,63.62,Medium,46.86
S28779,22,Male,Aswan,Computer Science,22,58.96,7.6,74.09,Medium,46.7
S28780,19,Female,Cairo,Science,13,90.64,7.99,84.32,Medium,52.7
S28781,19,Male,Alexandria,Math,19,81.47,13.86,100.0,Medium,54.08
S28782,19,Male,Giza,Arabic,17,70.13,9.17,88.7,Medium,47.14
S28783,22,Male,Giza,Science,20,60.92,8.09,66.13,Medium,45.75
S28784,15,Female,Mansoura,Science,15,54.31,9.65,69.48,Low,38.19
S28785,19,Male,Alexandria,English,20,81.27,5.7,70.57,Medium,54.9
S28786,21,Female,Cairo,Computer Science,15,76.83,10.28,92.52,Medium,48.32
S28787,16,Male,Aswan,Math,21,21.67,12.4,75.49,Low,29.0
S28788,19,Male,Cairo,Science,18,55.61,7.39,69.64,Low,41.52
S28789,15,Male,Assiut,Computer Science,16,64.9,7.69,67.85,Low,43.87
S28790,21,Male,Assiut,Math,14,93.48,6.48,68.96,Medium,54.9
S28791,20,Male,Mansoura,English,14,38.43,10.75,70.47,Low,30.13
S28792,22,Female,Assiut,Arabic,20,58.86,11.58,70.11,Low,44.82
S28793,17,Male,Giza,Science,23,79.05,7.75,87.13,Medium,56.66
S28794,20,Male,Cairo,English,18,84.3,8.58,87.14,Medium,54.44
S28795,21,Male,Alexandria,Arabic,19,76.02,7.49,73.86,Medium,51.63
S28796,15,Female,Cairo,English,18,75.35,8.7,70.41,Medium,50.41
S28797,21,Male,Alexandria,Science,17,63.26,3.07,66.15,Low,44.05
S28798,20,Female,Cairo,Science,11,91.55,11.82,88.68,Medium,51.28
S28799,19,Female,Assiut,Arabic,23,76.6,11.52,89.61,Medium,55.55
S28800,19,Male,Giza,Computer Science,17,54.87,6.53,76.71,Low,40.27
S28801,21,Female,Mansoura,Arabic,21,75.11,10.35,96.26,Medium,53.05
S28802,15,Female,Alexandria,Arabic,15,82.76,8.93,85.9,Medium,50.99
S28803,18,Male,Alexandria,English,19,33.54,8.23,75.97,Low,32.51
S28804,17,Female,Assiut,Arabic,17,75.02,11.11,80.01,Medium,49.34
S28805,21,Male,Cairo,Math,14,76.25,9.8,89.31,Medium,47.15
S28806,16,Male,Aswan,Math,22,69.17,9.03,100.0,Medium,51.29
S28807,15,Female,Cairo,English,18,64.28,8.03,73.6,Medium,45.43
S28808,22,Male,Giza,Math,18,88.53,7.56,82.73,Medium,56.34
S28809,18,Female,Cairo,Arabic,25,73.85,14.23,100.0,Medium,56.15
S28810,21,Male,Alexandria,Math,17,53.8,12.96,71.2,Low,39.79
S28811,16,Female,Giza,Science,21,46.97,13.03,94.82,Low,40.39
S28812,20,Male,Cairo,Science,18,100.0,10.85,95.77,Medium,61.5
S28813,22,Male,Assiut,Science,17,84.09,8.22,83.23,Medium,53.42
S28814,21,Female,Aswan,Math,11,85.76,9.14,66.71,Medium,48.68
S28815,17,Male,Cairo,Arabic,15,70.29,7.88,84.66,Medium,45.38
S28816,19,Male,Cairo,Math,18,58.97,8.06,77.33,Low,43.04
S28817,21,Male,Giza,Computer Science,11,80.34,6.89,78.13,Medium,46.24
S28818,21,Female,Assiut,Computer Science,30,100.0,11.97,100.0,High,72.5
S28819,17,Female,Giza,Science,15,66.07,12.08,68.89,Low,43.48
S28820,16,Male,Mansoura,Computer Science,23,44.84,9.01,98.96,Low,41.26
S28821,18,Female,Alexandria,Math,23,67.26,12.39,86.12,Medium,51.35
S28822,17,Female,Cairo,Science,18,66.72,5.19,68.58,Medium,46.52
S28823,20,Female,Cairo,Arabic,21,87.96,8.6,100.0,Medium,58.83
S28824,19,Female,Giza,Arabic,19,83.53,9.49,94.24,Medium,55.01
S28825,18,Female,Assiut,English,10,62.7,6.97,54.41,Low,37.38
S28826,21,Female,Assiut,Computer Science,16,58.66,7.81,56.86,Low,41.06
S28827,16,Male,Assiut,Math,15,44.59,16.33,80.85,Low,33.82
S28828,21,Male,Cairo,English,20,80.09,12.63,91.53,Medium,54.37
S28829,19,Male,Giza,Math,22,57.21,15.9,91.3,Medium,45.91
S28830,22,Female,Assiut,Math,15,67.51,8.47,73.71,Low,44.13
S28831,19,Male,Assiut,Arabic,20,59.18,11.89,81.41,Low,44.96
S28832,21,Male,Alexandria,Computer Science,24,72.06,7.48,98.22,Medium,54.43
S28833,16,Male,Giza,Math,23,78.15,11.98,98.94,Medium,56.25
S28834,16,Male,Cairo,Computer Science,22,64.52,14.8,100.0,Medium,49.2
S28835,19,Female,Alexandria,English,17,53.05,3.45,56.49,Low,39.46
S28836,16,Male,Giza,Science,15,80.55,8.09,87.62,Medium,50.0
S28837,15,Male,Giza,Arabic,22,75.18,6.84,71.97,Medium,54.0
S28838,18,Female,Alexandria,Math,24,29.4,1.0,60.41,Low,35.23
S28839,17,Female,Alexandria,Computer Science,12,54.65,8.76,86.05,Low,35.59
S28840,20,Female,Alexandria,Science,22,51.27,10.59,62.66,Low,43.24
S28841,19,Female,Giza,Arabic,22,76.72,10.66,87.38,Medium,54.69
S28842,19,Male,Mansoura,Computer Science,26,60.11,7.07,89.0,Medium,50.88
S28843,21,Male,Alexandria,Computer Science,22,79.88,9.55,92.99,Medium,56.11
S28844,15,Male,Assiut,Arabic,12,100.0,13.38,100.0,Medium,56.0
S28845,21,Male,Cairo,Math,22,77.44,7.9,93.24,Medium,55.01
S28846,18,Female,Assiut,Science,20,54.18,9.09,75.23,Low,42.71
S28847,20,Female,Cairo,English,17,68.82,11.53,84.33,Medium,46.55
S28848,21,Male,Mansoura,Arabic,23,50.8,12.31,66.62,Low,43.94
S28849,17,Male,Cairo,Computer Science,20,88.63,3.88,84.2,Medium,58.22
S28850,16,Female,Mansoura,Computer Science,18,64.26,8.86,82.07,Medium,45.42
S28851,21,Male,Alexandria,English,22,48.96,5.54,63.05,Low,42.2
S28852,20,Female,Assiut,Arabic,16,75.85,7.5,78.2,Medium,48.8
S28853,16,Male,Cairo,Math,19,63.9,2.83,63.37,Medium,46.17
S28854,17,Female,Alexandria,Computer Science,27,90.91,10.62,98.86,Medium,65.66
S28855,21,Female,Mansoura,Arabic,18,78.03,11.16,91.7,Medium,51.61
S28856,19,Female,Cairo,Arabic,19,65.9,6.66,76.74,Medium,47.07
S28857,22,Male,Cairo,Math,18,85.31,7.9,93.53,Medium,54.89
S28858,20,Female,Mansoura,Arabic,13,87.85,7.95,83.27,Medium,51.45
S28859,16,Female,Assiut,Computer Science,17,63.73,11.8,74.62,Low,44.26
S28860,16,Male,Cairo,Math,20,83.23,9.4,90.9,Medium,55.79
S28861,22,Male,Giza,Arabic,17,87.25,8.31,84.8,Medium,54.85
S28862,20,Female,Giza,English,23,49.01,3.95,82.62,Low,43.14
S28863,19,Male,Cairo,English,17,63.7,5.45,84.91,Low,44.25
S28864,20,Male,Giza,Science,12,51.44,10.53,72.24,Low,34.15
S28865,18,Female,Cairo,Math,20,100.0,7.9,100.0,Medium,63.33
S28866,17,Male,Aswan,Arabic,19,84.45,16.1,88.12,Medium,55.42
S28867,21,Female,Aswan,Arabic,15,78.28,8.13,89.91,Medium,48.98
S28868,22,Male,Alexandria,English,22,61.92,10.6,84.69,Medium,48.03
S28869,22,Female,Alexandria,Arabic,23,60.66,16.62,91.03,Medium,48.38
S28870,21,Female,Aswan,Arabic,16,33.86,11.28,53.95,Low,29.9
S28871,21,Male,Assiut,English,16,69.54,13.1,77.29,Medium,45.96
S28872,19,Male,Cairo,Arabic,15,55.81,2.16,53.0,Low,38.86
S28873,17,Male,Cairo,Computer Science,13,81.12,12.11,83.31,Medium,48.42
S28874,15,Female,Assiut,Science,19,83.0,8.53,94.71,Medium,54.77
S28875,17,Male,Aswan,Math,14,79.22,10.7,71.29,Medium,48.48
S28876,18,Male,Giza,English,13,64.71,11.23,62.35,Low,41.04
S28877,15,Male,Cairo,English,20,73.65,9.33,90.1,Medium,51.48
S28878,17,Female,Mansoura,Math,10,91.08,6.31,72.22,Medium,50.15
S28879,22,Male,Cairo,Science,15,73.45,2.26,64.54,Medium,46.8
S28880,17,Male,Cairo,Science,19,98.03,10.73,94.17,Medium,61.53
S28881,18,Female,Assiut,Arabic,23,61.6,9.22,83.03,Medium,48.8
S28882,20,Female,Alexandria,Computer Science,13,64.55,3.8,70.86,Low,40.96
S28883,22,Male,Alexandria,Math,26,58.79,2.94,75.13,Medium,50.29
S28884,22,Male,Cairo,Science,20,64.58,3.89,83.25,Medium,47.39
S28885,21,Female,Cairo,Arabic,24,39.17,7.91,96.91,Low,39.63
S28886,16,Female,Giza,Math,18,86.68,5.91,86.41,Medium,55.51
S28887,15,Male,Alexandria,Arabic,17,67.08,5.48,66.45,Medium,45.77
S28888,20,Female,Mansoura,Arabic,14,34.55,7.67,40.69,Low,28.38
S28889,22,Female,Alexandria,Computer Science,15,46.16,11.46,64.91,Low,34.52
S28890,19,Male,Alexandria,English,21,61.32,10.86,85.37,Medium,46.84
S28891,22,Male,Cairo,Arabic,16,81.5,6.0,81.43,Medium,51.34
S28892,20,Female,Cairo,English,12,78.01,9.66,71.87,Medium,46.1
S28893,17,Male,Assiut,English,23,65.64,12.06,94.75,Medium,50.62
S28894,21,Male,Giza,Arabic,18,78.69,5.34,86.66,Medium,51.91
S28895,21,Male,Cairo,Science,21,66.54,8.33,78.37,Medium,49.19
S28896,18,Male,Giza,English,17,61.32,11.08,55.97,Low,43.18
S28897,19,Female,Mansoura,Arabic,16,100.0,9.71,91.95,Medium,59.67
S28898,19,Male,Cairo,Computer Science,15,62.69,6.47,73.79,Low,41.96
S28899,15,Female,Cairo,Science,17,64.46,7.98,64.16,Low,44.59
S28900,17,Male,Alexandria,Science,17,85.7,13.58,93.99,Medium,54.15
S28901,16,Male,Alexandria,Computer Science,16,87.22,6.96,76.06,Medium,53.92
S28902,17,Male,Cairo,Science,13,80.49,5.82,84.66,Medium,48.14
S28903,19,Female,Alexandria,Science,19,64.22,7.18,61.65,Medium,46.32
S28904,19,Male,Assiut,Science,17,73.33,8.11,66.06,Medium,48.58
S28905,21,Female,Cairo,Math,18,60.79,9.06,79.63,Low,43.86
S28906,15,Female,Assiut,English,15,70.82,7.12,80.9,Medium,45.62
S28907,21,Male,Cairo,Science,16,53.97,8.71,74.59,Low,38.95
S28908,16,Male,Mansoura,English,14,41.37,6.95,75.79,Low,31.45
S28909,17,Female,Cairo,Arabic,26,20.61,2.88,59.55,Low,33.11
S28910,16,Male,Cairo,Math,15,35.11,10.45,60.15,Low,29.55
S28911,15,Male,Assiut,Arabic,16,62.04,9.09,82.08,Low,42.58
S28912,15,Female,Assiut,Computer Science,11,73.21,8.54,79.8,Low,43.03
S28913,16,Male,Giza,Science,21,82.5,5.19,84.32,Medium,56.38
S28914,18,Female,Aswan,Math,15,69.33,12.66,67.29,Low,44.95
S28915,17,Female,Giza,Science,22,70.7,10.68,79.42,Medium,51.98
S28916,15,Female,Giza,Computer Science,18,87.31,8.16,87.2,Medium,55.79
S28917,17,Male,Cairo,English,19,62.76,7.48,63.3,Medium,45.66
S28918,16,Male,Cairo,Math,14,95.08,3.93,81.57,Medium,55.62
S28919,20,Female,Mansoura,Math,16,72.21,12.35,94.92,Medium,47.16
S28920,20,Female,Giza,Arabic,14,51.34,11.67,78.68,Low,35.94
S28921,15,Male,Alexandria,Science,17,32.37,7.91,61.83,Low,30.15
S28922,20,Male,Mansoura,Math,14,56.62,10.54,87.32,Low,38.31
S28923,22,Male,Cairo,Science,20,94.71,8.72,93.16,Medium,60.95
S28924,22,Male,Assiut,Math,24,30.6,10.1,79.42,Low,35.77
S28925,15,Male,Giza,English,17,60.02,4.85,64.97,Low,42.59
S28926,22,Male,Mansoura,Math,18,62.26,13.96,95.75,Low,44.52
S28927,18,Female,Giza,Math,20,29.55,10.36,81.64,Low,31.63
S28928,21,Female,Aswan,English,18,57.26,11.84,70.82,Low,42.27
S28929,16,Female,Giza,Computer Science,20,60.08,8.89,90.52,Medium,45.37
S28930,20,Male,Cairo,English,18,50.83,9.85,81.61,Low,39.37
S28931,21,Male,Alexandria,Science,25,75.12,8.28,82.4,Medium,56.72
S28932,17,Male,Cairo,Math,15,100.0,11.3,80.92,Medium,58.75
S28933,20,Female,Cairo,English,13,80.79,7.24,70.16,Medium,48.27
S28934,16,Female,Alexandria,Computer Science,13,73.76,7.1,71.85,Medium,45.11
S28935,20,Male,Giza,English,22,58.59,9.76,91.38,Medium,46.53
S28936,22,Female,Alexandria,Math,23,63.91,9.64,85.34,Medium,49.84
S28937,17,Male,Assiut,English,20,100.0,4.82,83.74,Medium,63.33
S28938,22,Female,Aswan,Arabic,20,90.07,4.81,81.52,Medium,58.86
S28939,20,Male,Giza,Arabic,18,60.16,4.75,70.48,Low,43.57
S28940,19,Male,Alexandria,English,19,76.11,15.88,89.87,Medium,51.67
S28941,17,Female,Mansoura,Arabic,22,61.16,10.04,86.3,Medium,47.69
S28942,19,Female,Alexandria,English,15,82.25,6.04,83.66,Medium,50.76
S28943,22,Male,Giza,Computer Science,14,62.26,7.89,78.48,Low,40.85
S28944,15,Female,Cairo,Computer Science,15,74.44,10.96,85.74,Medium,47.25
S28945,21,Male,Cairo,English,21,100.0,9.89,89.42,Medium,64.25
S28946,16,Female,Cairo,Arabic,14,81.96,5.58,84.91,Medium,49.72
S28947,22,Female,Assiut,Arabic,21,88.22,8.69,95.7,Medium,58.95
S28948,19,Female,Alexandria,Computer Science,25,64.08,8.81,87.17,Medium,51.75
S28949,22,Female,Giza,English,22,63.27,9.55,93.35,Medium,48.64
S28950,16,Female,Aswan,Science,13,24.87,7.56,66.03,Low,23.11
S28951,15,Female,Alexandria,Math,17,83.98,13.1,95.76,Medium,53.37
S28952,18,Male,Aswan,Computer Science,19,52.72,8.96,84.38,Low,41.14
S28953,21,Male,Giza,Computer Science,15,59.86,3.66,69.83,Low,40.69
S28954,21,Female,Assiut,Math,17,69.05,14.54,83.42,Medium,46.66
S28955,21,Female,Giza,Computer Science,25,91.98,13.55,100.0,Medium,64.31
S28956,21,Male,Aswan,Computer Science,14,73.74,14.12,97.7,Medium,46.02
S28957,21,Male,Giza,English,16,46.91,10.4,94.37,Low,35.78
S28958,21,Female,Cairo,Science,15,71.97,12.98,98.96,Medium,46.14
S28959,16,Male,Assiut,Computer Science,14,53.97,4.68,63.1,Low,37.12
S28960,16,Female,Giza,Math,19,73.34,12.55,96.04,Medium,50.42
S28961,15,Male,Mansoura,Science,20,55.54,9.82,85.01,Low,43.33
S28962,18,Male,Cairo,Computer Science,15,88.18,7.38,71.77,Medium,53.43
S28963,17,Male,Cairo,Computer Science,14,100.0,14.43,100.0,Medium,57.83
S28964,20,Male,Cairo,Arabic,18,100.0,16.32,95.05,Medium,61.5
S28965,19,Female,Giza,Arabic,29,85.45,7.68,98.92,Medium,65.04
S28966,19,Male,Mansoura,Math,14,94.59,9.81,81.47,Medium,55.4
S28967,20,Male,Aswan,Math,21,100.0,10.3,68.63,Medium,64.25
S28968,22,Female,Aswan,Math,19,73.59,10.83,94.46,Medium,50.53
S28969,15,Female,Aswan,English,18,83.34,8.88,60.74,Medium,54.0
S28970,17,Male,Giza,Math,24,75.83,7.17,83.88,Medium,56.12
S28971,18,Female,Alexandria,Arabic,22,48.81,9.39,65.3,Low,42.13
S28972,15,Male,Giza,Arabic,19,58.15,16.07,100.0,Low,43.58
S28973,21,Female,Assiut,Arabic,13,67.29,7.41,52.29,Low,42.2
S28974,18,Female,Aswan,Math,15,51.59,13.66,75.21,Low,36.97
S28975,16,Female,Cairo,English,25,40.72,10.85,76.26,Low,41.24
S28976,19,Male,Alexandria,Computer Science,17,52.65,13.1,95.01,Low,39.28
S28977,16,Male,Alexandria,Science,20,71.79,8.38,87.4,Medium,50.64
S28978,18,Female,Aswan,Math,22,60.69,7.73,77.18,Medium,47.48
S28979,20,Male,Aswan,Science,24,82.76,10.91,100.0,Medium,59.24
S28980,17,Female,Mansoura,Computer Science,14,100.0,8.16,79.97,Medium,57.83
S28981,21,Male,Mansoura,Science,21,84.29,7.9,78.83,Medium,57.18
S28982,17,Male,Aswan,Arabic,19,43.75,4.92,78.31,Low,37.1
S28983,15,Female,Aswan,Arabic,18,45.21,7.06,79.7,Low,36.84
S28984,18,Male,Cairo,Math,17,36.44,6.14,73.44,Low,31.98
S28985,16,Female,Aswan,Arabic,16,65.5,11.62,79.61,Low,44.14
S28986,20,Male,Alexandria,Computer Science,19,73.19,5.75,98.64,Medium,50.35
S28987,19,Female,Giza,Science,18,50.46,10.57,79.4,Low,39.21
S28988,16,Male,Alexandria,Computer Science,21,88.54,9.43,100.0,Medium,59.09
S28989,17,Male,Alexandria,Arabic,16,58.47,14.43,80.88,Low,40.98
S28990,21,Female,Alexandria,Science,18,98.83,5.41,86.04,Medium,60.97
S28991,21,Female,Giza,Science,25,91.37,6.9,100.0,Medium,64.03
S28992,20,Male,Assiut,Arabic,24,55.53,6.04,61.08,Medium,46.99
S28993,22,Female,Assiut,English,19,48.86,6.35,66.73,Low,39.4
S28994,15,Male,Cairo,Computer Science,16,64.5,9.74,80.06,Low,43.69
S28995,20,Female,Mansoura,Arabic,17,66.3,6.98,73.06,Medium,45.42
S28996,15,Female,Alexandria,Science,16,94.55,5.81,81.84,Medium,57.21
S28997,19,Male,Mansoura,Computer Science,21,49.2,9.46,84.29,Low,41.39
S28998,15,Female,Assiut,Math,22,74.3,13.26,86.23,Medium,53.6
S28999,17,Female,Aswan,Science,18,86.98,3.54,76.88,Medium,55.64
S29000,15,Male,Mansoura,Arabic,21,61.13,11.98,79.64,Medium,46.76
S29001,17,Female,Alexandria,Science,21,100.0,13.06,100.0,Medium,64.25
S29002,20,Female,Cairo,Math,17,42.67,10.6,83.67,Low,34.78
S29003,21,Male,Assiut,Science,18,67.85,8.12,95.27,Medium,47.03
S29004,22,Male,Alexandria,Arabic,21,43.11,9.69,80.1,Low,38.65
S29005,22,Female,Alexandria,English,21,67.37,5.51,58.11,Medium,49.57
S29006,16,Female,Mansoura,Math,15,90.22,12.71,98.6,Medium,54.35
S29007,22,Male,Aswan,Computer Science,15,42.81,8.44,72.4,Low,33.01
S29008,17,Male,Alexandria,Arabic,18,67.21,3.94,70.02,Medium,46.74
S29009,22,Female,Cairo,Computer Science,17,99.78,12.11,73.91,Medium,60.48
S29010,21,Male,Mansoura,Science,21,83.15,11.89,99.77,Medium,56.67
S29011,22,Male,Cairo,English,22,65.41,4.92,79.14,Medium,49.6
S29012,19,Male,Alexandria,Arabic,19,49.04,11.74,76.7,Low,39.48
S29013,21,Male,Giza,Math,18,50.78,12.63,71.42,Low,39.35
S29014,18,Male,Giza,Arabic,20,74.3,7.03,70.71,Medium,51.77
S29015,15,Female,Assiut,Science,15,79.43,9.66,80.71,Medium,49.49
S29016,18,Female,Mansoura,Science,16,55.68,18.7,81.36,Low,39.72
S29017,16,Male,Assiut,Arabic,20,73.02,8.13,75.03,Medium,51.19
S29018,15,Male,Alexandria,Arabic,19,59.48,11.86,90.96,Low,44.18
S29019,16,Male,Mansoura,Science,12,59.75,3.66,58.28,Low,37.89
S29020,16,Male,Assiut,Computer Science,20,67.4,10.16,100.0,Medium,48.66
S29021,21,Female,Alexandria,Math,15,77.62,7.88,87.43,Medium,48.68
S29022,22,Male,Giza,Computer Science,20,77.65,12.88,99.46,Medium,53.28
S29023,21,Female,Alexandria,Arabic,12,100.0,8.07,91.34,Medium,56.0
S29024,20,Male,Mansoura,Science,23,34.06,14.22,71.88,Low,36.41
S29025,22,Female,Assiut,Science,22,34.94,10.87,69.03,Low,35.89
S29026,17,Male,Mansoura,Arabic,21,24.58,7.25,51.76,Low,30.31
S29027,22,Male,Aswan,Computer Science,17,49.72,10.65,73.1,Low,37.96
S29028,22,Male,Aswan,Arabic,22,77.3,6.39,78.52,Medium,54.95
S29029,16,Male,Aswan,Math,18,55.5,13.87,79.19,Low,41.48
S29030,18,Male,Mansoura,Math,26,47.81,7.66,81.88,Medium,45.35
S29031,17,Female,Aswan,Math,19,64.52,3.97,69.38,Medium,46.45
S29032,16,Male,Alexandria,Arabic,21,85.77,11.49,87.29,Medium,57.85
S29033,16,Female,Cairo,Math,20,83.64,11.3,90.58,Medium,55.97
S29034,22,Male,Mansoura,Math,22,80.67,11.34,100.0,Medium,56.47
S29035,16,Female,Cairo,Science,22,74.81,7.76,91.58,Medium,53.83
S29036,20,Female,Alexandria,Science,10,37.65,8.64,71.45,Low,26.11
S29037,21,Male,Aswan,Computer Science,15,94.21,13.42,100.0,Medium,56.14
S29038,21,Female,Mansoura,Science,11,79.05,8.33,71.21,Medium,45.66
S29039,18,Female,Giza,Science,27,62.97,11.77,86.89,Medium,53.09
S29040,15,Male,Cairo,Arabic,20,75.51,4.27,84.52,Medium,52.31
S29041,18,Male,Alexandria,Computer Science,18,55.83,12.77,89.92,Low,41.62
S29042,17,Female,Mansoura,Computer Science,19,100.0,14.84,100.0,Medium,62.42
S29043,21,Female,Mansoura,Computer Science,21,72.97,8.18,74.99,Medium,52.09
S29044,22,Female,Mansoura,Arabic,22,58.19,13.74,92.08,Medium,46.35
S29045,16,Male,Cairo,Arabic,19,74.39,9.35,91.73,Medium,50.89
S29046,16,Female,Assiut,Science,14,59.96,9.0,69.55,Low,39.82
S29047,21,Male,Assiut,English,17,81.38,14.19,97.27,Medium,52.2
S29048,21,Male,Giza,Computer Science,15,56.92,6.09,56.27,Low,39.36
S29049,22,Female,Aswan,English,13,76.77,13.6,79.88,Medium,46.46
S29050,21,Male,Alexandria,Computer Science,13,98.83,10.02,78.85,Medium,56.39
S29051,18,Male,Cairo,Computer Science,17,77.99,3.69,74.58,Medium,50.68
S29052,18,Male,Cairo,Math,19,91.5,7.86,83.66,Medium,58.59
S29053,15,Male,Giza,Science,21,35.0,7.86,78.56,Low,35.0
S29054,22,Male,Assiut,Math,20,72.86,11.67,94.16,Medium,51.12
S29055,22,Male,Aswan,Computer Science,20,83.23,8.05,74.47,Medium,55.79
S29056,22,Male,Alexandria,Math,12,42.1,10.77,61.63,Low,29.94
S29057,19,Female,Alexandria,Arabic,26,89.46,11.88,98.04,Medium,64.09
S29058,21,Female,Mansoura,English,18,73.66,1.52,68.07,Medium,49.65
S29059,15,Male,Assiut,English,18,75.99,9.46,78.72,Medium,50.7
S29060,18,Female,Aswan,English,12,54.21,13.22,75.27,Low,35.39
S29061,15,Female,Assiut,English,23,51.72,3.68,67.32,Low,44.36
S29062,19,Female,Aswan,Math,24,78.38,14.96,100.0,Medium,57.27
S29063,15,Female,Assiut,Arabic,16,83.71,9.22,84.17,Medium,52.34
S29064,17,Female,Cairo,Science,8,65.49,7.45,84.87,Low,36.8
S29065,18,Male,Giza,Computer Science,16,53.39,15.15,91.93,Low,38.69
S29066,16,Male,Alexandria,Computer Science,21,34.47,14.58,74.09,Low,34.76
S29067,15,Female,Mansoura,Math,15,74.63,8.09,90.82,Medium,47.33
S29068,22,Female,Giza,Math,11,51.56,9.99,71.32,Low,33.29
S29069,17,Male,Alexandria,Math,17,58.55,5.76,78.72,Low,41.93
S29070,22,Male,Cairo,Computer Science,15,67.45,10.51,90.2,Low,44.1
S29071,17,Female,Giza,Arabic,21,84.22,10.59,89.75,Medium,57.15
S29072,15,Male,Giza,English,18,83.41,11.41,81.9,Medium,54.03
S29073,15,Female,Aswan,Computer Science,21,61.91,7.65,63.65,Medium,47.11
S29074,20,Female,Aswan,Math,18,74.73,11.66,75.99,Medium,50.13
S29075,15,Male,Mansoura,Science,12,49.47,9.63,67.1,Low,33.26
S29076,22,Male,Cairo,Computer Science,19,73.13,9.02,93.84,Medium,50.33
S29077,17,Male,Aswan,Arabic,11,60.08,13.54,95.14,Low,37.12
S29078,19,Male,Cairo,Arabic,22,73.59,13.44,100.0,Medium,53.28
S29079,18,Male,Cairo,Math,17,92.48,14.86,90.83,Medium,57.2
S29080,15,Male,Cairo,English,16,48.84,8.58,77.86,Low,36.64
S29081,20,Male,Giza,Computer Science,13,38.88,3.42,51.78,Low,29.41
S29082,15,Male,Cairo,English,15,59.11,4.63,75.09,Low,40.35
S29083,21,Female,Cairo,Science,22,88.36,11.12,85.31,Medium,59.93
S29084,19,Male,Giza,Math,20,39.99,13.39,85.76,Low,36.33
S29085,17,Male,Aswan,Computer Science,21,52.57,8.35,75.5,Low,42.91
S29086,22,Male,Aswan,Arabic,18,83.33,9.01,69.1,Medium,54.0
S29087,16,Male,Aswan,Math,15,93.52,3.39,84.05,Medium,55.83
S29088,17,Male,Mansoura,Arabic,22,47.96,11.47,72.13,Low,41.75
S29089,20,Female,Assiut,Arabic,19,53.8,4.85,70.88,Low,41.63
S29090,17,Female,Alexandria,Arabic,23,57.84,6.36,77.59,Medium,47.11
S29091,18,Male,Aswan,Science,20,79.5,11.07,88.54,Medium,54.11
S29092,21,Male,Giza,Computer Science,13,97.77,10.35,82.98,Medium,55.91
S29093,22,Male,Mansoura,Science,9,57.03,4.94,84.47,Low,33.91
S29094,21,Male,Cairo,Computer Science,15,73.28,12.22,100.0,Medium,46.73
S29095,15,Male,Cairo,Math,17,83.95,8.37,80.45,Medium,53.36
S29096,22,Female,Alexandria,Arabic,18,76.41,4.3,83.86,Medium,50.88
S29097,18,Female,Mansoura,English,18,53.28,10.66,85.66,Low,40.48
S29098,21,Female,Aswan,Arabic,19,73.31,8.43,73.88,Medium,50.41
S29099,17,Female,Cairo,Arabic,21,50.13,11.59,81.05,Low,41.81
S29100,19,Female,Giza,Arabic,23,97.0,13.51,100.0,Medium,64.73
S29101,22,Male,Mansoura,Computer Science,14,76.37,8.0,48.65,Medium,47.2
S29102,22,Female,Alexandria,Math,22,65.7,9.62,84.3,Medium,49.73
S29103,20,Male,Cairo,Arabic,23,80.77,8.44,91.73,Medium,57.43
S29104,19,Female,Alexandria,Computer Science,14,65.03,6.35,78.77,Low,42.1
S29105,15,Female,Mansoura,Science,14,68.86,7.68,84.52,Low,43.82
S29106,19,Female,Mansoura,Science,21,49.06,6.04,90.6,Low,41.33
S29107,18,Male,Mansoura,Computer Science,31,55.3,5.7,75.2,Medium,53.3
S29108,15,Male,Cairo,Arabic,16,82.57,7.13,95.46,Medium,51.82
S29109,22,Male,Giza,Math,18,24.68,9.21,60.17,Low,27.61
S29110,18,Male,Giza,Math,18,98.36,9.2,80.85,Medium,60.76
S29111,21,Male,Giza,Computer Science,9,79.23,9.74,95.91,Low,43.9
S29112,15,Male,Alexandria,English,18,61.98,9.6,71.67,Low,44.39
S29113,16,Male,Giza,Computer Science,16,33.29,12.07,69.86,Low,29.65
S29114,22,Female,Giza,Arabic,16,69.91,13.84,83.81,Medium,46.13
S29115,22,Female,Alexandria,Computer Science,22,77.58,5.0,88.73,Medium,55.08
S29116,15,Male,Giza,Computer Science,25,84.25,6.14,84.21,Medium,60.83
S29117,22,Female,Aswan,Math,20,50.15,6.97,74.34,Low,40.9
S29118,17,Female,Alexandria,Math,15,48.12,16.44,86.1,Low,35.4
S29119,16,Male,Alexandria,Arabic,11,66.52,12.26,74.86,Low,40.02
S29120,22,Female,Cairo,Arabic,19,58.06,8.57,100.0,Low,43.54
