Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S33665,16,Male,Alexandria,Math,17,50.56,5.14,76.39,Low,38.34,Low engagement and below-average academic performance
S33667,22,Female,Mansoura,Science,14,67.65,4.21,72.83,Low,43.28,Low engagement and below-average academic performance
S33669,16,Male,Alexandria,Arabic,18,49.39,8.41,60.86,Low,38.73,Low engagement and below-average academic performance
S33672,20,Female,Giza,Computer Science,16,13.73,5.76,68.46,Low,20.85,Low engagement and below-average academic performance
S33673,19,Male,Cairo,Science,16,60.81,2.28,69.99,Low,42.03,Low engagement and below-average academic performance
S33674,16,Male,Assiut,Math,17,59.54,6.29,62.61,Low,42.38,Low engagement and below-average academic performance
S33677,15,Male,Cairo,Arabic,16,41.66,7.49,74.57,Low,33.41,Low engagement and below-average academic performance
S33678,21,Female,Cairo,Science,16,32.15,12.23,67.37,Low,29.13,Low engagement and below-average academic performance
S33680,15,Male,Cairo,Science,13,54.75,9.86,72.83,Low,36.55,Low engagement and below-average academic performance
S33685,17,Male,Giza,English,16,37.12,8.37,76.29,Low,31.37,Low engagement and below-average academic performance
S33686,15,Female,Mansoura,English,14,60.55,9.0,68.43,Low,40.08,Low engagement and below-average academic performance
S33688,19,Male,Assiut,Arabic,14,43.0,5.71,46.91,Low,32.18,Low engagement and below-average academic performance
S33693,21,Male,Cairo,English,14,24.49,9.56,57.97,Low,23.85,Low engagement and below-average academic performance
S33694,18,Female,Mansoura,Computer Science,18,62.09,9.5,71.42,Low,44.44,Low engagement and below-average academic performance
S33695,20,Female,Aswan,English,9,75.4,11.95,69.89,Low,42.18,Low engagement and below-average academic performance
S33697,22,Male,Giza,Science,10,55.99,7.53,78.19,Low,34.36,Low engagement and below-average academic performance
S33702,20,Male,Assiut,Math,15,43.54,10.0,80.34,Low,33.34,Low engagement and below-average academic performance
S33709,21,Male,Alexandria,English,15,11.38,11.43,64.01,Low,18.87,Low engagement and below-average academic performance
S33716,21,Male,Cairo,Math,12,64.24,6.73,74.48,Low,39.91,Low engagement and below-average academic performance
S33719,16,Male,Cairo,Arabic,18,48.98,6.18,79.76,Low,38.54,Low engagement and below-average academic performance
S33726,19,Female,Cairo,Math,13,56.54,7.83,60.49,Low,37.36,Low engagement and below-average academic performance
S33727,18,Male,Giza,Math,21,52.9,7.58,71.9,Low,43.06,Low engagement and below-average academic performance
S33729,19,Female,Alexandria,Science,21,31.46,12.89,71.33,Low,33.41,Low engagement and below-average academic performance
S33730,22,Male,Assiut,Arabic,14,60.76,7.19,61.3,Low,40.18,Low engagement and below-average academic performance
S33734,16,Female,Aswan,Computer Science,19,42.41,6.08,65.17,Low,36.5,Low engagement and below-average academic performance
S33739,18,Male,Alexandria,English,17,54.96,9.38,64.04,Low,40.32,Low engagement and below-average academic performance
S33740,21,Male,Mansoura,Science,17,54.14,9.38,80.06,Low,39.95,Low engagement and below-average academic performance
S33742,15,Male,Aswan,Math,15,69.0,4.31,71.6,Low,44.8,Low engagement and below-average academic performance
S33746,20,Female,Cairo,Math,16,51.13,9.13,77.46,Low,37.68,Low engagement and below-average academic performance
S33752,18,Female,Assiut,English,23,44.74,10.81,74.76,Low,41.22,Low engagement and below-average academic performance
S33753,16,Male,Cairo,Computer Science,14,68.68,6.33,73.49,Low,43.74,Low engagement and below-average academic performance
S33758,18,Female,Aswan,English,13,61.55,7.98,75.78,Low,39.61,Low engagement and below-average academic performance
S33760,15,Male,Mansoura,Arabic,17,63.84,10.13,80.31,Low,44.31,Low engagement and below-average academic performance
S33770,22,Male,Giza,Science,13,41.43,8.5,60.33,Low,30.56,Low engagement and below-average academic performance
S33773,21,Male,Mansoura,Science,17,58.24,8.92,73.84,Low,41.79,Low engagement and below-average academic performance
S33776,16,Male,Mansoura,Arabic,14,45.57,14.16,69.46,Low,33.34,Low engagement and below-average academic performance
S33779,22,Female,Aswan,Computer Science,25,14.62,9.54,71.31,Low,29.5,Low engagement and below-average academic performance
S33784,15,Female,Assiut,Arabic,19,44.64,9.25,68.49,Low,37.5,Low engagement and below-average academic performance
S33789,21,Male,Cairo,English,20,46.6,6.08,68.12,Low,39.3,Low engagement and below-average academic performance
S33790,20,Female,Giza,Math,18,52.41,9.72,73.56,Low,40.08,Low engagement and below-average academic performance
S33796,20,Male,Aswan,Math,16,37.86,9.49,67.35,Low,31.7,Low engagement and below-average academic performance
S33797,15,Female,Mansoura,English,18,51.2,4.01,70.61,Low,39.54,Low engagement and below-average academic performance
S33801,16,Female,Giza,Computer Science,16,46.44,8.03,55.03,Low,35.56,Low engagement and below-average academic performance
S33805,22,Female,Giza,Science,16,57.34,5.27,69.26,Low,40.47,Low engagement and below-average academic performance
S33806,22,Male,Assiut,Computer Science,16,58.86,11.94,70.7,Low,41.15,Low engagement and below-average academic performance
S33807,22,Male,Alexandria,Science,19,41.38,9.01,68.79,Low,36.04,Low engagement and below-average academic performance
S33809,22,Male,Assiut,English,18,58.48,16.38,79.97,Low,42.82,Low engagement and below-average academic performance
S33814,20,Female,Alexandria,Arabic,15,52.04,8.51,71.65,Low,37.17,Low engagement and below-average academic performance
S33834,18,Female,Alexandria,Science,15,67.39,6.74,71.03,Low,44.08,Low engagement and below-average academic performance
S33836,19,Female,Assiut,Math,17,34.97,8.5,57.98,Low,31.32,Low engagement and below-average academic performance
S33841,19,Female,Alexandria,Arabic,14,26.43,8.76,58.67,Low,24.73,Low engagement and below-average academic performance
S33844,21,Male,Alexandria,English,17,46.96,8.02,61.23,Low,36.72,Low engagement and below-average academic performance
S33845,18,Female,Giza,Science,9,76.36,7.6,72.54,Low,42.61,Low engagement and below-average academic performance
S33846,18,Male,Assiut,Science,13,70.72,7.01,59.29,Low,43.74,Low engagement and below-average academic performance
S33851,19,Male,Aswan,English,13,62.51,6.59,66.59,Low,40.05,Low engagement and below-average academic performance
S33861,21,Male,Cairo,Computer Science,17,62.05,5.68,74.51,Low,43.51,Low engagement and below-average academic performance
S33867,20,Female,Aswan,Science,10,57.25,7.2,80.58,Low,34.93,Low engagement and below-average academic performance
S33868,21,Male,Cairo,Science,16,59.25,9.32,77.56,Low,41.33,Low engagement and below-average academic performance
S33876,22,Male,Cairo,Computer Science,16,64.52,5.25,72.87,Low,43.7,Low engagement and below-average academic performance
S33878,19,Male,Cairo,Science,12,72.88,10.3,65.14,Low,43.8,Low engagement and below-average academic performance
S33880,18,Female,Alexandria,Math,15,55.06,7.99,70.05,Low,38.53,Low engagement and below-average academic performance
S33883,18,Female,Giza,Computer Science,17,60.75,8.79,79.71,Low,42.92,Low engagement and below-average academic performance
S33886,16,Female,Giza,English,26,16.43,1.0,64.95,Low,31.23,Low engagement and below-average academic performance
S33888,17,Male,Assiut,Computer Science,18,40.78,12.1,78.47,Low,34.85,Low engagement and below-average academic performance
S33889,20,Male,Alexandria,Math,16,64.9,8.52,74.89,Low,43.87,Low engagement and below-average academic performance
S33890,19,Male,Alexandria,Arabic,23,32.4,7.03,65.56,Low,35.66,Low engagement and below-average academic performance
S33891,15,Female,Mansoura,Computer Science,20,52.33,4.38,77.38,Low,41.88,Low engagement and below-average academic performance
S33894,19,Male,Alexandria,Math,10,48.44,6.03,54.61,Low,30.96,Low engagement and below-average academic performance
S33897,21,Female,Cairo,English,22,54.46,8.21,69.63,Low,44.67,Low engagement and below-average academic performance
S33899,22,Female,Assiut,Computer Science,16,66.01,2.66,76.1,Low,44.37,Low engagement and below-average academic performance
S33904,22,Male,Cairo,Arabic,15,56.65,8.21,75.42,Low,39.24,Low engagement and below-average academic performance
S33906,18,Male,Alexandria,English,19,42.78,9.35,72.52,Low,36.67,Low engagement and below-average academic performance
S33908,17,Male,Mansoura,English,26,45.07,9.42,73.63,Low,44.11,Low engagement and below-average academic performance
S33916,20,Female,Giza,Science,14,33.68,4.0,56.02,Low,27.99,Low engagement and below-average academic performance
S33918,16,Male,Aswan,Science,11,70.4,10.28,59.62,Low,41.76,Low engagement and below-average academic performance
S33933,19,Female,Cairo,Arabic,17,52.76,9.81,64.4,Low,39.33,Low engagement and below-average academic performance
S33935,17,Male,Aswan,Science,17,54.44,2.84,60.42,Low,40.08,Low engagement and below-average academic performance
S33937,18,Male,Alexandria,Computer Science,20,51.09,11.42,75.19,Low,41.32,Low engagement and below-average academic performance
S33938,19,Female,Cairo,Arabic,12,35.48,10.49,71.98,Low,26.97,Low engagement and below-average academic performance
S33939,21,Female,Mansoura,English,15,50.25,9.06,78.42,Low,36.36,Low engagement and below-average academic performance
S33941,19,Male,Aswan,Science,21,49.91,6.36,76.57,Low,41.71,Low engagement and below-average academic performance
S33952,18,Female,Assiut,Computer Science,13,30.72,7.24,58.52,Low,25.74,Low engagement and below-average academic performance
S33965,22,Female,Alexandria,Arabic,13,73.25,5.79,70.41,Low,44.88,Low engagement and below-average academic performance
S33971,20,Male,Mansoura,Computer Science,25,43.73,4.43,72.67,Low,42.6,Low engagement and below-average academic performance
S33972,21,Female,Cairo,Arabic,19,34.55,2.56,60.09,Low,32.96,Low engagement and below-average academic performance
S33975,20,Male,Alexandria,Science,18,50.53,8.79,60.85,Low,39.24,Low engagement and below-average academic performance
S33978,21,Male,Alexandria,English,14,71.0,10.55,80.11,Low,44.78,Low engagement and below-average academic performance
S33979,18,Female,Alexandria,Math,19,50.53,9.88,67.26,Low,40.16,Low engagement and below-average academic performance
S33986,18,Male,Aswan,Computer Science,13,73.02,7.86,72.66,Low,44.78,Low engagement and below-average academic performance
S33988,20,Male,Giza,Math,18,39.85,11.13,72.39,Low,34.43,Low engagement and below-average academic performance
S33989,19,Male,Alexandria,Computer Science,11,5.0,10.45,49.62,Low,12.33,Low engagement and below-average academic performance
S33990,16,Female,Giza,Math,13,40.67,9.12,74.78,Low,30.22,Low engagement and below-average academic performance
S33996,19,Male,Assiut,Arabic,16,35.23,9.57,71.53,Low,30.52,Low engagement and below-average academic performance
S33997,18,Male,Alexandria,Science,18,61.85,8.19,74.64,Low,44.33,Low engagement and below-average academic performance
S33998,15,Female,Cairo,Arabic,20,56.49,9.45,74.19,Low,43.75,Low engagement and below-average academic performance
S34000,16,Male,Alexandria,Science,21,56.69,5.33,60.04,Low,44.76,Low engagement and below-average academic performance
S34015,16,Male,Cairo,Computer Science,18,43.83,8.74,54.11,Low,36.22,Low engagement and below-average academic performance
S34016,19,Female,Cairo,Computer Science,12,61.5,1.0,78.18,Low,38.67,Low engagement and below-average academic performance
S34021,18,Female,Cairo,Math,19,57.05,9.04,73.93,Low,43.09,Low engagement and below-average academic performance
S34022,15,Female,Aswan,English,18,47.34,5.51,57.43,Low,37.8,Low engagement and below-average academic performance
S34024,17,Female,Assiut,Arabic,15,50.54,10.3,74.8,Low,36.49,Low engagement and below-average academic performance
S34028,20,Male,Cairo,Math,13,58.92,1.0,65.11,Low,38.43,Low engagement and below-average academic performance
S34029,21,Female,Giza,Math,17,64.67,4.42,60.64,Low,44.68,Low engagement and below-average academic performance
S34030,19,Male,Assiut,English,14,60.24,4.13,61.71,Low,39.94,Low engagement and below-average academic performance
S34031,18,Male,Aswan,English,17,55.18,8.27,67.22,Low,40.41,Low engagement and below-average academic performance
S34036,22,Female,Giza,Science,19,59.93,4.06,72.04,Low,44.39,Low engagement and below-average academic performance
S34044,17,Female,Assiut,Arabic,13,47.74,7.59,56.7,Low,33.4,Low engagement and below-average academic performance
S34050,19,Female,Assiut,Arabic,26,27.02,13.53,78.04,Low,35.99,Low engagement and below-average academic performance
S34051,18,Male,Alexandria,Math,10,63.85,7.62,78.32,Low,37.9,Low engagement and below-average academic performance
S34052,21,Female,Cairo,Computer Science,23,51.98,8.47,77.99,Low,44.47,Low engagement and below-average academic performance
S34055,18,Female,Assiut,Computer Science,22,43.37,11.49,75.94,Low,39.68,Low engagement and below-average academic performance
S34056,21,Female,Mansoura,Arabic,12,62.51,7.28,59.01,Low,39.13,Low engagement and below-average academic performance
S34058,20,Male,Alexandria,Arabic,11,48.89,10.33,68.73,Low,32.08,Low engagement and below-average academic performance
S34066,18,Male,Aswan,Arabic,18,59.11,8.58,74.05,Low,43.1,Low engagement and below-average academic performance
S34077,21,Male,Cairo,Computer Science,11,53.84,7.9,76.87,Low,34.31,Low engagement and below-average academic performance
S34079,20,Male,Alexandria,Arabic,20,58.91,9.3,69.87,Low,44.84,Low engagement and below-average academic performance
S34083,21,Male,Giza,English,15,47.74,8.07,66.44,Low,35.23,Low engagement and below-average academic performance
S34084,17,Male,Assiut,Science,14,59.91,10.64,79.4,Low,39.79,Low engagement and below-average academic performance
S34085,19,Male,Cairo,English,15,45.5,6.83,80.34,Low,34.22,Low engagement and below-average academic performance
S34097,16,Female,Cairo,Math,17,32.75,8.9,75.24,Low,30.32,Low engagement and below-average academic performance
S34098,15,Female,Giza,English,15,49.69,10.09,71.15,Low,36.11,Low engagement and below-average academic performance
S34102,19,Male,Giza,Arabic,15,39.34,9.62,72.45,Low,31.45,Low engagement and below-average academic performance
S34106,19,Male,Alexandria,Computer Science,13,37.41,8.77,65.94,Low,28.75,Low engagement and below-average academic performance
S34109,16,Male,Aswan,Arabic,14,70.3,9.52,79.2,Low,44.47,Low engagement and below-average academic performance
S34115,17,Female,Alexandria,Math,15,52.79,6.19,57.94,Low,37.51,Low engagement and below-average academic performance
S34118,19,Female,Cairo,Computer Science,15,44.79,7.0,63.96,Low,33.91,Low engagement and below-average academic performance
S34120,21,Female,Aswan,Science,14,71.27,9.11,66.95,Low,44.9,Low engagement and below-average academic performance
S34121,18,Male,Alexandria,Computer Science,13,72.86,6.49,60.66,Low,44.7,Low engagement and below-average academic performance
S34124,22,Female,Giza,Arabic,18,38.75,8.62,72.89,Low,33.94,Low engagement and below-average academic performance
S34128,17,Male,Aswan,Science,17,44.47,10.38,59.6,Low,35.59,Low engagement and below-average academic performance
S34129,21,Female,Aswan,Arabic,13,59.61,9.43,70.14,Low,38.74,Low engagement and below-average academic performance
S34141,15,Male,Mansoura,English,20,50.79,7.96,72.91,Low,41.19,Low engagement and below-average academic performance
S34149,16,Male,Giza,Math,19,36.97,9.61,67.48,Low,34.05,Low engagement and below-average academic performance
S34151,20,Male,Aswan,Math,18,59.99,11.99,78.15,Low,43.5,Low engagement and below-average academic performance
S34152,22,Male,Cairo,Math,12,61.7,4.87,79.45,Low,38.76,Low engagement and below-average academic performance
S34162,19,Male,Cairo,Science,20,54.23,9.68,74.8,Low,42.74,Low engagement and below-average academic performance
S34164,22,Female,Cairo,Science,13,71.69,6.53,64.54,Low,44.18,Low engagement and below-average academic performance
S34165,15,Male,Giza,Arabic,23,46.07,5.68,74.58,Low,41.81,Low engagement and below-average academic performance
S34168,19,Male,Alexandria,Arabic,16,55.68,6.65,54.23,Low,39.72,Low engagement and below-average academic performance
S34171,19,Male,Alexandria,Math,17,63.21,6.9,64.37,Low,44.03,Low engagement and below-average academic performance
S34174,20,Female,Giza,Computer Science,21,52.55,2.45,69.45,Low,42.9,Low engagement and below-average academic performance
S34177,18,Male,Mansoura,English,19,28.84,6.39,76.52,Low,30.39,Low engagement and below-average academic performance
S34192,15,Male,Mansoura,Computer Science,17,62.01,6.09,72.0,Low,43.49,Low engagement and below-average academic performance
S34193,22,Male,Alexandria,Computer Science,15,37.97,9.21,73.49,Low,30.84,Low engagement and below-average academic performance
S34194,16,Female,Alexandria,Science,18,26.7,8.49,68.34,Low,28.52,Low engagement and below-average academic performance
S34197,15,Male,Mansoura,Science,22,54.11,10.6,65.99,Low,44.52,Low engagement and below-average academic performance
S34198,19,Male,Giza,Arabic,21,52.8,6.04,70.99,Low,43.01,Low engagement and below-average academic performance
S34200,18,Male,Assiut,Math,17,48.98,15.13,63.69,Low,37.62,Low engagement and below-average academic performance
S34201,17,Female,Cairo,Math,12,11.52,9.19,71.61,Low,16.18,Low engagement and below-average academic performance
S34203,18,Female,Mansoura,English,18,31.11,4.66,67.26,Low,30.5,Low engagement and below-average academic performance
S34204,21,Male,Aswan,Computer Science,17,58.26,4.03,69.06,Low,41.8,Low engagement and below-average academic performance
S34207,18,Male,Mansoura,Math,17,61.55,8.08,70.86,Low,43.28,Low engagement and below-average academic performance
S34208,19,Male,Cairo,Math,23,49.58,6.26,69.63,Low,43.39,Low engagement and below-average academic performance
S34214,17,Male,Cairo,English,18,58.77,9.56,77.25,Low,42.95,Low engagement and below-average academic performance
S34216,17,Female,Assiut,Science,12,41.8,10.77,78.38,Low,29.81,Low engagement and below-average academic performance
S34229,16,Male,Alexandria,Science,22,46.27,7.52,69.22,Low,40.99,Low engagement and below-average academic performance
S34235,20,Female,Cairo,Math,12,68.96,6.48,61.82,Low,42.03,Low engagement and below-average academic performance
S34238,15,Male,Assiut,Math,16,60.03,10.09,74.19,Low,41.68,Low engagement and below-average academic performance
S34240,21,Male,Mansoura,Math,19,50.71,5.5,77.5,Low,40.24,Low engagement and below-average academic performance
S34241,15,Male,Cairo,Math,15,53.99,7.24,63.92,Low,38.05,Low engagement and below-average academic performance
S34252,22,Male,Assiut,Math,23,45.82,5.86,78.19,Low,41.7,Low engagement and below-average academic performance
S34253,20,Male,Mansoura,Math,16,54.66,11.21,67.53,Low,39.26,Low engagement and below-average academic performance
S34257,15,Female,Alexandria,Arabic,10,76.38,4.95,70.32,Low,43.54,Low engagement and below-average academic performance
S34258,22,Female,Alexandria,English,16,50.91,11.26,78.09,Low,37.58,Low engagement and below-average academic performance
S34264,17,Female,Mansoura,Computer Science,16,37.4,11.51,80.1,Low,31.5,Low engagement and below-average academic performance
S34265,21,Male,Mansoura,Arabic,11,53.14,6.85,75.22,Low,34.0,Low engagement and below-average academic performance
S34268,20,Female,Cairo,English,16,51.45,10.23,73.77,Low,37.82,Low engagement and below-average academic performance
S34270,15,Female,Assiut,English,17,63.87,3.54,77.93,Low,44.32,Low engagement and below-average academic performance
S34274,20,Male,Mansoura,Arabic,21,53.96,9.26,73.15,Low,43.53,Low engagement and below-average academic performance
S34278,15,Male,Mansoura,Science,22,50.76,8.79,73.6,Low,43.01,Low engagement and below-average academic performance
S34288,18,Female,Giza,Science,12,41.01,13.98,80.15,Low,29.45,Low engagement and below-average academic performance
S34291,22,Male,Alexandria,Arabic,18,33.38,5.44,80.55,Low,31.52,Low engagement and below-average academic performance
S34304,18,Female,Cairo,Arabic,14,68.87,2.9,67.03,Low,43.82,Low engagement and below-average academic performance
S34306,22,Male,Aswan,Math,15,57.54,5.18,48.83,Low,39.64,Low engagement and below-average academic performance
S34307,17,Female,Giza,Science,14,31.7,3.74,46.82,Low,27.1,Low engagement and below-average academic performance
S34315,18,Female,Aswan,Computer Science,12,50.17,8.64,68.56,Low,33.58,Low engagement and below-average academic performance
S34316,19,Male,Mansoura,Math,25,33.38,4.94,67.37,Low,37.94,Low engagement and below-average academic performance
S34318,16,Male,Mansoura,Computer Science,16,61.25,8.53,74.01,Low,42.23,Low engagement and below-average academic performance
S34323,15,Female,Giza,Math,16,65.25,9.39,71.12,Low,44.03,Low engagement and below-average academic performance
S34326,20,Female,Giza,Science,10,77.03,9.35,68.83,Low,43.83,Low engagement and below-average academic performance
S34328,20,Female,Mansoura,English,20,44.1,15.26,71.95,Low,38.18,Low engagement and below-average academic performance
S34331,17,Male,Cairo,English,9,66.07,5.31,79.74,Low,37.98,Low engagement and below-average academic performance
S34333,19,Male,Giza,Computer Science,18,60.24,9.01,60.82,Low,43.61,Low engagement and below-average academic performance
S34335,16,Male,Assiut,Arabic,16,45.72,5.5,59.84,Low,35.24,Low engagement and below-average academic performance
S34342,20,Male,Giza,Arabic,20,45.55,7.31,62.28,Low,38.83,Low engagement and below-average academic performance
S34349,22,Male,Assiut,Science,16,33.11,8.53,70.74,Low,29.57,Low engagement and below-average academic performance
S34356,19,Male,Aswan,Computer Science,14,60.81,11.84,69.78,Low,40.2,Low engagement and below-average academic performance
S34358,16,Male,Assiut,Arabic,14,68.44,6.58,67.35,Low,43.63,Low engagement and below-average academic performance
S34365,16,Female,Giza,Science,8,38.66,7.22,42.92,Low,24.73,Low engagement and below-average academic performance
S34367,20,Male,Giza,Science,14,55.05,4.04,55.54,Low,37.61,Low engagement and below-average academic performance
S34370,16,Male,Alexandria,Science,20,51.42,7.32,74.89,Low,41.47,Low engagement and below-average academic performance
S34373,17,Male,Assiut,Science,9,68.54,7.29,62.32,Low,39.09,Low engagement and below-average academic performance
S34377,21,Female,Giza,Computer Science,14,40.53,2.98,62.34,Low,31.07,Low engagement and below-average academic performance
S34378,20,Female,Mansoura,Science,18,47.1,6.3,80.05,Low,37.7,Low engagement and below-average academic performance
S34380,20,Female,Aswan,English,19,46.7,7.95,57.6,Low,38.43,Low engagement and below-average academic performance
S34381,16,Female,Assiut,Math,17,48.7,7.53,62.55,Low,37.5,Low engagement and below-average academic performance
S34382,22,Male,Cairo,Math,16,65.73,8.57,65.07,Low,44.25,Low engagement and below-average academic performance
S34389,16,Male,Cairo,Computer Science,12,51.73,16.94,78.03,Low,34.28,Low engagement and below-average academic performance
S34395,18,Male,Cairo,Science,22,43.93,9.61,68.26,Low,39.94,Low engagement and below-average academic performance
S34396,22,Female,Cairo,English,17,53.57,7.08,66.08,Low,39.69,Low engagement and below-average academic performance
S34398,21,Female,Aswan,Arabic,15,68.28,10.64,71.86,Low,44.48,Low engagement and below-average academic performance
S34399,21,Female,Mansoura,Science,11,34.84,8.19,63.71,Low,25.76,Low engagement and below-average academic performance
S34401,18,Female,Cairo,Science,13,52.72,9.43,71.87,Low,35.64,Low engagement and below-average academic performance
S34403,22,Female,Cairo,Arabic,13,67.48,10.44,80.5,Low,42.28,Low engagement and below-average academic performance
S34405,17,Female,Cairo,English,20,56.74,7.26,75.24,Low,43.87,Low engagement and below-average academic performance
S34406,18,Male,Assiut,English,14,70.41,2.57,60.21,Low,44.52,Low engagement and below-average academic performance
S34407,21,Male,Giza,English,12,70.19,7.62,65.01,Low,42.59,Low engagement and below-average academic performance
S34409,21,Female,Mansoura,Arabic,17,58.58,10.14,80.58,Low,41.94,Low engagement and below-average academic performance
S34411,17,Male,Cairo,Computer Science,11,40.83,10.38,78.03,Low,28.46,Low engagement and below-average academic performance
S34414,21,Male,Cairo,Math,17,61.8,9.61,78.01,Low,43.39,Low engagement and below-average academic performance
S34415,16,Female,Assiut,Science,26,40.43,9.24,79.34,Low,42.03,Low engagement and below-average academic performance
S34418,19,Male,Assiut,Computer Science,12,53.67,15.61,63.1,Low,35.15,Low engagement and below-average academic performance
S34422,22,Male,Assiut,Math,14,53.7,9.24,72.71,Low,37.0,Low engagement and below-average academic performance
S34424,22,Male,Cairo,Arabic,11,74.53,6.8,80.69,Low,43.62,Low engagement and below-average academic performance
S34438,15,Female,Alexandria,Arabic,18,38.54,9.19,75.51,Low,33.84,Low engagement and below-average academic performance
S34449,15,Female,Alexandria,Science,16,60.99,9.03,78.84,Low,42.11,Low engagement and below-average academic performance
S34450,22,Male,Aswan,Computer Science,17,45.35,13.71,74.96,Low,35.99,Low engagement and below-average academic performance
S34451,17,Male,Cairo,Science,18,60.73,6.96,80.31,Low,43.83,Low engagement and below-average academic performance
S34455,19,Female,Cairo,Science,24,41.82,5.69,70.71,Low,40.82,Low engagement and below-average academic performance
S34467,20,Male,Mansoura,Math,16,64.66,1.0,69.71,Low,43.76,Low engagement and below-average academic performance
S34473,16,Male,Assiut,Math,12,28.57,13.5,76.52,Low,23.86,Low engagement and below-average academic performance
S34475,15,Female,Aswan,English,9,60.09,15.5,73.81,Low,35.29,Low engagement and below-average academic performance
S34477,17,Male,Mansoura,Computer Science,20,46.62,8.15,66.48,Low,39.31,Low engagement and below-average academic performance
S34479,20,Female,Aswan,Science,10,74.49,9.96,73.06,Low,42.69,Low engagement and below-average academic performance
S34482,16,Female,Assiut,Science,13,59.03,10.11,80.3,Low,38.48,Low engagement and below-average academic performance
S34485,17,Female,Aswan,English,21,39.2,10.99,63.66,Low,36.89,Low engagement and below-average academic performance
S34493,15,Male,Cairo,Arabic,17,45.18,7.55,79.77,Low,35.91,Low engagement and below-average academic performance
S34495,16,Female,Cairo,English,15,69.12,13.12,74.57,Low,44.85,Low engagement and below-average academic performance
S34496,15,Female,Mansoura,Arabic,19,35.61,9.18,68.06,Low,33.44,Low engagement and below-average academic performance
S34499,19,Female,Alexandria,Arabic,16,39.5,6.05,72.44,Low,32.44,Low engagement and below-average academic performance
S34503,21,Female,Mansoura,Computer Science,14,41.24,6.96,63.93,Low,31.39,Low engagement and below-average academic performance
S34511,18,Male,Giza,Arabic,17,63.77,6.39,80.37,Low,44.28,Low engagement and below-average academic performance
S34512,16,Female,Alexandria,English,24,44.61,7.66,75.05,Low,42.07,Low engagement and below-average academic performance
S34514,20,Female,Alexandria,Science,7,54.8,7.3,58.76,Low,31.08,Low engagement and below-average academic performance
S34515,21,Female,Aswan,Science,14,52.32,8.42,70.49,Low,36.38,Low engagement and below-average academic performance
S34521,16,Male,Assiut,Science,19,48.42,9.51,75.9,Low,39.21,Low engagement and below-average academic performance
S34523,21,Male,Assiut,Arabic,13,70.2,10.56,75.87,Low,43.51,Low engagement and below-average academic performance
S34528,16,Male,Assiut,Math,11,59.3,12.18,74.05,Low,36.77,Low engagement and below-average academic performance
S34538,21,Male,Assiut,Computer Science,14,57.45,5.99,64.94,Low,38.69,Low engagement and below-average academic performance
S34542,16,Female,Cairo,Science,15,61.68,9.29,67.94,Low,41.51,Low engagement and below-average academic performance
S34546,15,Female,Mansoura,Science,17,50.88,10.37,67.38,Low,38.48,Low engagement and below-average academic performance
S34554,21,Male,Assiut,English,10,50.37,11.22,79.93,Low,31.83,Low engagement and below-average academic performance
S34555,19,Female,Giza,Computer Science,17,57.46,8.23,68.14,Low,41.44,Low engagement and below-average academic performance
S34566,18,Male,Giza,English,12,65.87,7.47,72.98,Low,40.64,Low engagement and below-average academic performance
S34568,22,Female,Alexandria,Arabic,18,24.28,10.73,74.6,Low,27.43,Low engagement and below-average academic performance
S34571,18,Male,Cairo,Arabic,18,49.59,2.91,62.62,Low,38.82,Low engagement and below-average academic performance
S34572,21,Female,Giza,Math,12,47.11,6.55,49.38,Low,32.2,Low engagement and below-average academic performance
S34576,22,Male,Assiut,Science,8,52.98,11.96,75.34,Low,31.17,Low engagement and below-average academic performance
S34577,20,Female,Cairo,Science,10,62.91,5.32,78.18,Low,37.48,Low engagement and below-average academic performance
S34580,21,Male,Alexandria,Arabic,21,38.04,14.03,72.8,Low,36.37,Low engagement and below-average academic performance
S34585,18,Male,Mansoura,Arabic,11,63.12,12.53,68.35,Low,38.49,Low engagement and below-average academic performance
S34588,20,Female,Assiut,Arabic,18,46.7,7.72,70.85,Low,37.52,Low engagement and below-average academic performance
S34590,21,Female,Alexandria,Math,19,57.91,4.46,59.87,Low,43.48,Low engagement and below-average academic performance
S34591,20,Female,Aswan,Math,18,46.5,9.57,59.6,Low,37.42,Low engagement and below-average academic performance
S34595,17,Female,Cairo,Computer Science,13,72.15,6.68,58.56,Low,44.38,Low engagement and below-average academic performance
S34599,15,Male,Aswan,Math,12,64.84,7.55,59.46,Low,40.18,Low engagement and below-average academic performance
S34601,20,Female,Mansoura,Science,18,59.7,9.13,72.2,Low,43.36,Low engagement and below-average academic performance
S34605,15,Female,Assiut,Math,19,33.46,4.28,49.83,Low,32.47,Low engagement and below-average academic performance
S34611,17,Male,Assiut,Arabic,17,61.35,8.11,73.22,Low,43.19,Low engagement and below-average academic performance
S34621,20,Female,Alexandria,English,13,56.16,4.84,62.58,Low,37.19,Low engagement and below-average academic performance
S34632,19,Male,Alexandria,Arabic,16,64.08,6.27,64.81,Low,43.5,Low engagement and below-average academic performance
S34635,20,Female,Cairo,Science,20,35.3,11.24,73.68,Low,34.22,Low engagement and below-average academic performance
